passage,tag
"She had been in the house alone for three nights while her sister was in Portland, which was not a thing that normally required noting, and she was noting it because of the marks on the back gate. Two parallel scrape marks in the wood, fresh enough to still be pale against the weathered gray of the fence — consistent with someone lifting the latch and pushing through. She had taken photographs and looked at them on her phone and decided they were consistent with a neighbor's dog or a deer or any number of things that were not concerning. She locked the back gate from the inside with the secondary latch and she put the kitchen light on a timer and she called her neighbor on the left and asked, casually, if she had noticed anything odd and the neighbor had not noticed anything odd. She made dinner and ate it and watched television and went to bed and lay awake for forty minutes listening to the ordinary sounds of the house and then fell asleep.",weak
"The man at the farmers market had been helpful — too helpful, following her from stall to stall, offering assistance with her bags, asking questions about where she lived in the guise of conversation. She had deflected each question without answering it, which she had done without making it obvious, which was a skill she had developed and was tired of needing. She thanked him at the end of the market and walked to her car by a route that went through the center of the crowd rather than the edge. He did not follow her into the crowd. She checked her mirrors backing out of the parking spot and he was standing at the edge of the market watching her pull away, his hands in his pockets, which was not threatening behavior and was not nothing. She drove to her grocery store, which was in the opposite direction from her house, and spent forty minutes buying things she did not urgently need.",weak
"The knocking had started at two in the morning — four knocks, then silence, then four more, then silence — and it was coming from the front door, which was the door no one she knew used. Her friends came to the back. She lay in bed and listened to the silence between the knocks and decided. She did not go to the door. She picked up her phone and looked at it and the knocking came again and she turned on the lamp on the nightstand and sat up and listened. The house was a hundred-year-old farmhouse and made its own sounds at night and she had catalogued those sounds over three years of living in it and the knocking was not one of them. She waited fifteen minutes in the light and the knocking did not come again and she turned the lamp off and lay in the dark and did not sleep for another hour.",weak
"The woman who had been watching her in the coffee shop was still there when she got back from the bathroom, still watching, still with the same half-cup of coffee that had been the same half-cup when she had noticed her forty minutes ago. She gathered her things with a deliberateness that she hoped read as simply being finished rather than being aware, and she left the coffee shop and walked half a block and looked in a shop window that gave her a view of the street behind her. The woman came out of the coffee shop. The woman stood on the sidewalk for a moment and looked in the direction she had walked and then walked the other direction. She watched until the woman had rounded the corner and then stood for another minute in case the woman came back around the block. She took a different route to her next appointment than she had planned.",weak
"She had been receiving the calls for two weeks — always late in the evening, always the same number, always silence when she answered, and then a disconnection at the thirty-second mark. She had reported them to her carrier and the carrier had told her what carriers tell you and she had downloaded a call-blocking app and blocked the number and received the next call from a different number, different area code, same silence, same thirty seconds. She had told no one because telling someone would require her to explain why she was worried and explaining why she was worried would require her to explain things she had not explained in four years. She added a deadbolt to her front door, which she had been meaning to do. She bought a better outdoor motion-sensor light for the back of the house, which she had also been meaning to do. She slept with her phone on the nightstand, which she had always done, but now it was plugged in at a length that reached from the nightstand to her hand if she reached for it in the dark.",weak
"The hunting cabin where they had agreed to meet was dark when she arrived, which could mean he was late and could mean something else. She sat in her car with the engine running for three minutes and looked at the dark windows and the dark porch and the surrounding tree line, which was uniformly dark and uniformly useless in terms of information. She had a flashlight and she had her phone and she had the knowledge that cell coverage ended at the bottom of the mountain road. She had told her neighbor where she was going, which was the habit she had maintained since she was twenty-three. She got out of the car and crossed to the porch and tried the door, which was unlocked, and looked into the dark interior without going in. She called his name. The cabin gave back silence and the smell of cold wood ash. She went back to her car and waited with the doors locked and the engine on and the headlights pointed at the cabin door.",weak
"She found the note under her windshield wiper in the hospital parking structure, which was not an unusual thing to find except that the note was not the usual kind. It was a single index card with her license plate number written on it in block capitals, and below that, in the same handwriting: I see you every day. She looked at it for a long moment and then looked at the parking structure around her, the other cars, the shadows between the pillars, the elevators. The structure was, as far as she could determine, empty. She put the note in her pocket and got in her car and sat for a moment before starting it. She had been parking in this structure for two years. She was going to need to park somewhere else. She told herself this was an overreaction and drove home and parked in the structure anyway and went to her apartment and turned all the lights on and sat with her cup of tea and thought about which colleague she was going to mention this to in the morning.",weak
"He was standing on the sidewalk outside her building when she got home, which would have been unremarkable if she had not seen him in the same place the night before. She was almost certain it was the same man. Tall, dark jacket, standing with the particular stillness of someone with no obvious reason to be standing there. She slowed her car to read the situation and kept moving and turned into the underground garage rather than parking on the street as she usually did. She sat in the garage after she parked and waited to see if he had followed the car. He had not come down the ramp. She rode the elevator from the garage to her floor and went to her window and looked down at the sidewalk and the man was gone and the sidewalk was empty and the streetlight was doing its normal job. She made dinner and ate it and called her friend Rachel for company, and did not mention the man.",weak
"The sound from the basement was intermittent and had been happening for three nights — a slow, rhythmic sound, like something rocking, something wooden moving against concrete. She had been in the basement during the day and found nothing and had told herself the house was settling, which was what old houses did. At eleven-fifteen on the third night the sound came again and she lay in bed and listened to it with the methodical attention she brought to things she had decided were probably nothing. It was probably nothing. The sound came again, three repetitions, then stopped. She got up and she stood at the top of the basement stairs and turned on the light and looked down the staircase, which showed her the basement floor and the furnace and the shelving along the near wall. She called down into the space, feeling the absurdity of this. The sound did not come again that night.",weak
"The gallery was empty at five-thirty on a Wednesday and she had been so absorbed in the work on her desk that she had not heard the other members of the staff leave. She became aware of the emptiness gradually, the way you became aware of a sound that had stopped. She pushed back from her desk and looked through the glass partition at the main gallery space, which was lit and still and full of the particular quality of occupied absence that galleries had after hours. She walked through it to check the front door, which was locked, and then to the back corridor and the service entrance, which was also locked. There was no reason for anyone to be in the building. There was no one in the building. She went back to her desk and worked for another forty minutes and then gathered her things and let herself out through the front and stood on the sidewalk in the October evening and breathed the outdoor air with an appreciation she could not have explained to anyone.",weak
"She was three miles from the trailhead when she heard the other footsteps — not behind her, which would have been easier to locate, but somewhere to her left in the trees, moving at approximately her pace, not on the trail. She stopped and listened and the footsteps stopped. She told herself: deer, which was the correct and likely answer. She started walking and after thirty seconds the sound in the trees started again. She changed her pace — faster for twenty steps, then slower — and the sound in the trees changed with her, which deer did not do. She looked at her phone and found two bars of signal and noted this and kept moving. The sound continued for another quarter mile and then stopped and did not resume and she reached the trailhead in the late afternoon light and got in her car and sat for a moment before starting the engine.",weak
"The man who had moved into the apartment at the end of her floor had introduced himself as Kevin, had been pleasant, and had asked within the first five minutes of conversation what her work schedule was. She had answered vaguely, which was her practice with new neighbors, and he had asked again, more specifically, and she had answered vaguely again and ended the conversation and gone back to her apartment and stood in her kitchen thinking about the two questions. People asked about schedules for many reasons. She had learned which reasons to pay attention to at some cost and she was not going to unlearn that lesson in the name of being charitable to a man she had known for six minutes. She mentioned the new neighbor to her friend Dana and described the conversation and Dana said she was probably reading into it and she said probably and remained of her original opinion.",weak
"She had not realized until she was back in her car that the man at the end of the bar had been listening to her phone call. She had been talking to her sister about the house — the address, the showing time, the fact that she would be there alone for the walkthrough — and he had been three stools away, facing forward but with the particular stillness of someone engaged with something other than their drink. She sat in her car and went through what she had said and assembled the information it had offered to someone paying attention. It was a lot of information. She called her sister back and asked her to meet her at the showing, and when her sister asked why she said she would explain later, and she changed the showing time with the realtor by ninety minutes.",weak
"The gravel road to the farmhouse was a mile long and ran between two fields with no tree cover, which meant anyone coming down it was visible from the house well before they arrived, which had always seemed like an advantage and seemed like something else now. She watched the headlights come down the road and there was no reason for headlights on her road at ten-forty on a Thursday and she watched them until they reached the junction with the county road and turned east without slowing. She stayed at the window for another five minutes. The dog was watching something through the glass door to the back porch, his ears forward, his tail doing nothing. She opened the door to the back porch and stood in it and looked at the yard and the outbuildings and the dark fields beyond them, listening. The night gave her nothing specific. She brought the dog inside and locked the back door and the dog settled on the kitchen floor and she went back to what she had been doing.",weak
"The thing about the text message was that she had not given this number to anyone except the six people she trusted most, and the text was not from any of them. It read: I heard about the promotion. Congratulations. She looked at it for a long time, turning over the implications. The promotion had been announced internally on Tuesday morning in a meeting she had attended with eleven colleagues. She had not posted about it anywhere. She had told her sister and her two closest friends. She had not told anyone who would have had this number. She screenshot the message and sent it to her IT security contact at work and reported the number as unknown to her and spent the rest of the afternoon with the low-grade discomfort of something she could not categorize and therefore could not dismiss.",weak
"She drove past the house twice before she pulled into the driveway, and she could not have said precisely what had made her drive past it the first time except that something about the house's appearance at dusk had registered as different without her being able to identify the difference. On the second pass she placed it: the kitchen light was off. She left the kitchen light on a timer when she traveled, always had, and the timer was set for five-thirty and it was five-fifty. She sat in the driveway with the car running and looked at the house. The front door was closed. The windows were closed. The porch light was on, as it should be. She got out of the car and stood in the driveway and looked at the kitchen window and then walked around the side of the house to look at the back, which was as she had left it. She went in through the front door and stood in the hallway and listened to the house and the kitchen light was on a different timer than she remembered setting and she decided this was the explanation.",weak
"She was used to the night sounds of the ranch and she knew them the way she knew her own heartbeat — the barn settling, the horses moving, the coyotes at the far edge of the property — and the sound that woke her at two in the morning was none of them. It was a light sound, almost nothing, like a door moving in a draft. She lay still and listened and it did not come again. She got up and looked at the window: dark yard, no movement, the barn a dark shape at the usual distance. She put on her robe and went to the top of the stairs and looked down into the hall, which was dark and empty and smelled like the house always smelled. She checked the front door, which was locked, and the back door, which was locked, and the window by the kitchen sink, which was closed. She went back to bed and lay in the dark and the sound did not come again and she told herself in the morning she would check the barn.",weak
"The Instagram account that had started following her photography page had no posts and no profile photo and followed only three accounts, one of which was hers. She had six thousand followers and followed accounts like this came and went and she had never looked at them twice. She looked at this one twice because it had followed her at two in the morning on the same night she had gotten home late from a shoot and had driven home by an unusual route because of construction and the account had liked the photo she had posted from that route, seventeen seconds after she had posted it. She reported the account to the platform and blocked it and called her friend Marcus, who worked in digital security, and described the sequence of events. He was quiet for a moment and then asked if she was somewhere she felt safe, and the question itself was its own kind of answer.",weak
"She had been to the storage unit twice in the past month and both times she had been certain the padlock was in a different position than she had left it — not opened, not forced, but repositioned, slightly, as though someone had tried it and found it locked and set it back at a different angle than they had found it. She inspected the lock each time for marks that would indicate a pick or a bump and found nothing conclusive. She told herself she was imagining the angle. She was not the kind of person who imagined things about padlocks. She went through the inventory of what was in the unit: boxes of her sister's things, her old furniture, the filing cabinet with her financial records, the hard drives she kept there as backup. She moved the filing cabinet to the back wall and stacked boxes in front of it. She changed the padlock to a model with a hidden shackle and drove home.",weak
"The shortcut through the parking structure took four minutes off her walk home and she had been taking it for a year without incident and she was not going to stop taking it because of one night, but she was aware of the night in question in a way she had not been aware of the preceding three hundred and sixty-four. The structure was lit at its entrances and darker in the middle, which had always been true, and the sound of her own footsteps on the concrete had always echoed, which was also always true. A car engine started somewhere above her and she tracked the sound to the third floor and watched the ramp for the headlights, which appeared and descended in an ordinary way and passed her on its way out without slowing. She reached the far side of the structure and the street beyond it and stood for a moment in the ordinary light of the ordinary street and felt the ordinary return to her.",weak
"She had found the door to her office ajar twice in the same week, on mornings when she was first in and certain she had closed it the night before. Nothing had been taken. Nothing had been moved, as far as she could determine. She mentioned it to the building manager, who had explained that the latch mechanism on that door was worn and known to not catch reliably in damp weather, which was a plausible explanation. She listened to the explanation and thanked him for it and went back to her office and looked at the latch mechanism, which was indeed worn. She looked at her desk, which was as she had left it, and at the filing cabinet, which was locked, and at the window, which looked down into the building's internal courtyard. She had the latch mechanism replaced that afternoon, at her own expense, and felt better about it than the seven dollars it had cost seemed to warrant.",weak
"The hiking trail was marked as moderate and she had done it before, but she had not done it alone and in late October with the light failing two hours earlier than in summer. She had her headlamp and her emergency kit and she had told two people where she was going and given them her expected return time. She was noting all of this because the trail had been empty since the first mile and the sound she had been hearing for the past ten minutes was keeping pace with her on the uphill side, just inside the tree line, which was too deliberate for wind and too large for a bird. She had seen deer and elk on this trail and had no reason to discount either, and she kept hiking and kept noting the sound and when it fell silent at the two-mile marker she found she missed it less than she would have expected.",weak
"The gun in her desk drawer had been there since she bought the house, five years ago, and she had not looked at it in two years and she looked at it now because of the car outside. The car had been there for four days — not always, but regularly, parked on the opposite side of the street with a sightline to her front door. She had written down the plate number and the make and model and she had not yet called it in because calling it in felt like a declaration that she was frightened, which she was not, precisely. She was alert. She knew the difference. She looked at the gun and closed the drawer and made herself dinner and ate it at the table where she could see the street through the window, and the car was there, and at nine-fifteen it was not there, and she washed the dishes and made the call.",weak
"She had met the new ranch manager twice and found nothing alarming about him, which was not the same as finding nothing to note. He was efficient and knowledgeable and asked good questions about the property and answered her questions directly, and he carried a hunting knife on his belt, which every man in this part of Montana did, and she was aware of it in the way she was not usually aware of knives on belts, which told her something about the week she was having. She showed him the equipment barn and the bunkhouse and the fence line on the south pasture and he asked sensible questions and took sensible notes and when he left he shook her hand with the same handshake with which he had arrived. She stood in the driveway and watched his truck go down the road and then called her foreman and asked what he knew about the man, which was more than he had said at the recommendation, which was itself interesting.",weak
"The lights in the adjacent apartment came on at three in the morning, which was unusual but not unprecedented — her neighbor worked odd hours. What was unusual was the sound that accompanied the lights, which was not the sound of someone arriving home but the sound of someone moving furniture, carefully, at three in the morning, in a way that suggested the care was about not being heard rather than about not waking the neighbors. She lay in bed and mapped the sounds against the layout of the apartment, which she had been in twice for social reasons and knew reasonably well. The sounds moved from the living room to the hallway and stopped. She looked at her phone and considered calling the non-emergency line and decided against it and in the morning asked her neighbor if everything was all right, and her neighbor said it was and looked at her in a way that made her not entirely believe it.",weak
"She had been working from home for three weeks and had fallen into the habit of leaving the curtains open for the light, which she was now reconsidering. The man on the sidewalk had stopped outside her window twice in the past week — once for long enough to look at his phone, once for long enough to look at the window. She could not see him clearly through the frosted lower portion of the glass and she could not tell if he could see her. She moved her desk three feet to the left, which put her out of the direct sightline from the street. She kept the curtains as they were, because closing them would tell her something she preferred not to know. She mentioned the man to her neighbor in the next flat and her neighbor said she had not noticed anyone, which was not the same as there being no one.",weak
"The property had been on the market for six months and she had toured it alone on three occasions and was going to make an offer and had decided in the parking lot beforehand that she was going to check the basement first, which she had not checked on the first two visits because the previous two agents had always taken her upstairs immediately. She found the basement door unlocked and the basement empty and with the particular smell of damp and disuse that was entirely consistent with a property that had been vacant for six months. She noted a second door at the far end of the basement — exterior access, secured from the inside with a bolt that was currently unbolted. She bolted it and stood in the basement and looked at the unfinished ceiling and the bare concrete floor and the single bulb and told herself this was a good property and the bolt could easily have been left undone by the last viewer and drove home and did not make the offer that week.",weak
"She kept the radio on in the evenings now, not for the programs but for the presence of it — the sense of another voice in the house. She had been doing this for three weeks, since the incident with the car, and she had not told anyone she was doing it because describing it aloud would require her to decide whether it was a precaution or a symptom and she was not ready to make that determination. She checked the locks before bed in a sequence she had established: front door, back door, kitchen window, living room window, bathroom window. The sequence took two minutes and thirty seconds. She had not timed it intentionally. She was aware that she knew how long it took. She was managing well, she thought, and the radio played in the evenings and the locks were good locks and she slept in a house that was secured against whatever the secured locks secured a house against.",weak
"The door to the archives room was supposed to be locked at all times outside of regular hours and it was not locked when she tried it at seven-fifteen on a Tuesday morning, which was before regular hours. She stood in the doorway and turned on the light and looked at the rows of shelving and the long table with its box of white cotton gloves and the climate control unit and found nothing obviously wrong. She went to the shelf she had last been working at and found the box she had left exactly where she had left it and found the documents within it in the order in which she had organized them. She could not have said what she had expected to find and she found everything as it should be. She relocked the door and went to the head archivist's office and left a note about the unlocked door and went to her own office and sat at her desk and spent the first hour of her workday unable to concentrate fully on the task in front of her.",weak
"She had interviewed enough difficult subjects to know that the man sitting across from her was managing what he told her with a precision that went beyond normal caution. He answered her questions with answers that were complete and accurate and gave her nothing she had not already asked for, which was the technique of someone with practice. She noted which questions produced the longest pauses before he answered and which produced no pause at all, and the pattern was informative. When she left the interview she sat in her car in his driveway for a moment and made notes while the interview was fresh. She had nothing specific. She had the shape of something she could not yet see directly, and the shape of it was not reassuring.",weak
"She was alone in the house for the first time in three months and the house felt larger than it had when Daniel was in it, and louder in the specific way that empty houses were loud — each of its sounds more present without the background of another person's presence to absorb them. She found herself listening to them: the refrigerator cycling, the furnace, the pipes in the upstairs bathroom that had always knocked once in the night. She was not afraid of the house. She had lived alone for eight years before Daniel and she had done it without incident. She checked the front door and the back door out of a thoroughness she preferred to call habit and went to bed and lay in the large quiet of the house and fell asleep listening to the familiar sounds of it, cataloguing each one, reminding herself of its source.",weak
"The GPS on her phone showed her route home as she drove it and she had not opened the app but it was open, which meant something had opened it, and she was running through the explanations for this — pocket-opened, auto-opened, something she didn't remember doing — and none of them were satisfying in the way that explanations were supposed to be satisfying. She looked at the app and its blue dot tracking her movement and turned it off and then, after a moment, turned location services off entirely. She drove home by a different route than the one she usually drove and parked in the guest lot rather than her assigned space. In the morning she was going to talk to the person at work who knew about these things. Tonight she double-checked the app permissions on her phone and found three that she did not remember granting and revoked all three and sat on her couch with the phone in her hand feeling the specific unease of a problem she could not yet precisely name.",weak
"The boat was tied up where she had left it and looked undisturbed, which was what she had expected and also what she had been hoping, which were not always the same category of expectation. She untied it and checked the engine and the fuel and the safety kit and the flare gun and found everything as she had left it. She checked the storage compartment under the stern seat, which was where she kept the additional equipment, and found it also as she had left it. She had been checking things more carefully since March, since the conversation in the parking lot of the marina, and she was aware of checking more carefully and was at peace with this awareness. She started the engine and idled out of the slip and turned north and the morning was clear and the water was flat and by the time she cleared the harbor mouth she was paying attention to the water rather than to what she had been paying attention to, which was the right order of priorities.",weak
"The woman she had seen at the conference was at her grocery store on Saturday, which was unusual but not impossible — conferences drew people from the same city, after all. She was at the hardware store on Monday, which was less easily explained. She appeared on Thursday outside the building where she had a dentist appointment, which was information of a different kind. She had not spoken to the woman and the woman had not approached her and she could not have said, if asked, that anything specific had happened. But the accumulation of it was specific in the way that individual innocuous events became specific when they accumulated, and she described the accumulation to her friend Kate over coffee and Kate said that was a lot and she agreed that it was.",weak
"She drove past the motel twice before deciding it was the right level of ordinary — visible from the highway, cash payment accepted, the kind of place where the night clerk did not look up from the television when you signed in. She had been driving for six hours and she needed to stop and she had stopped calling ahead because of what had happened at the last place she had called ahead to. She paid for one night and asked for a room at the back and parked her car around the side where it was not visible from the road and she sat in the room with the chain on the door and the chair under the handle, which she had read about and found less reassuring in practice than in theory. She called no one. She ate the crackers she had bought at a gas station two hours ago. She lay on the bed in her clothes with the lamp on and slept lightly for four hours and was on the road before it was light.",weak
"He had offered to walk her to her car after the late meeting, which was a courteous offer, and she had said no because she was parked in the well-lit lot and it was only two hundred feet and it had been a professional context and saying yes would have required her to explain to herself why she was saying yes. She walked to the car at a steady pace and she did not look behind her and she would not have heard footsteps over the sound of the wind and the distant traffic and she was at her car and in it and the doors were locked before any of these considerations became relevant. She sat for a moment with the engine off. She started the engine. She drove home by a route that passed two police stations, which was not a shorter route.",weak
"The front window of the shop had been egged on Tuesday night — not vandalism, the officer had said, probably just kids. Probably just kids. She had heard this phrase before as a coda to things that were and were not just kids, and she had thanked the officer and cleaned the window and installed the external camera she had been putting off installing for six months. She reviewed the camera's first week of footage on the following Sunday and found nothing concerning, which was reassuring in the ordinary way that nothing concerning was reassuring, which was to say completely and only for a week at a time. She backed up the footage to the cloud and changed the system's default password to something that would not appear on a list of default passwords, and she put the officer's card in the drawer by the cash register, and she opened the shop on Monday as she opened it every Monday.",weak
"She had run the same five-mile route for two years and knew it well enough to run it in the dark on the mornings she started before sunrise. Tonight she was running it at dusk, which was not her usual time, because of the schedule change, and dusk was different from dark in a way she had not thought about before running it at dusk. Dark was committed. Dusk was in between. The path along the river was less populated than the street route and she had always preferred the river and she stayed on the river and she was aware of the way the light was going and of being aware of the way the light was going, which was a category of self-awareness she did not particularly enjoy. She completed the route and stretched on her front steps and went inside and locked the door and noted that she had run the route at dusk and that the next time she would run it at a different time.",weak
"The rental car was the same make as hers, which she had not thought about when she chose it, and she had been unsettled for twenty minutes driving it before she understood why — it felt familiar in a way that something unfamiliar should not feel familiar, and familiarity in an unfamiliar context was a category of thing she had learned to pay attention to. She checked the car before she got in it in the morning and before she got in it in the evening: she had started doing this without deciding to start and she did it efficiently and without drama, the way you checked a lock or a pilot light, because the alternative to checking was not-knowing and she had established a preference for knowing. The rental period was four days. She drove it four days and returned it and collected her own car from the long-term lot and sat in it for a moment in the familiar smell of it and felt something ease that she had not noticed was tight.",weak
"She had been staying in the cabin for a week and had fallen into a routine with it, the way you fell into routines with the places you stayed alone — the same mug for the morning coffee, the same walk in the afternoon, the same window she checked before bed. The window looked out over the lake and the tree line on the far shore and the small dock where her borrowed kayak was tied. On the fifth night the kayak was at a different angle than she had tied it. She stood at the window for a long time looking at this fact. A boat passing in the night could have moved it. The wind, which had been up that day, could have moved it. She went down to the dock in the morning and checked the kayak and found it undamaged and retied it the way she always tied it and went back up to the cabin and checked the door lock, which was a simple lock, and noted that she would sleep better with a better lock.",weak
"The first shot took out the window above her head and she hit the floor before she had consciously decided to move. Glass rained down across her back and shoulders. She could hear him reloading somewhere to her left — a small, mechanical sound that was the most frightening thing she had ever heard. She pressed herself flat against the hardwood and tried to think. The door was twelve feet away. The door was twelve feet of open floor with no cover. She looked at the window and calculated the drop and decided the window was worse. Another shot, this one into the wall two feet from her head, plaster dust drifting down onto her hair. She was aware that she was shaking and filed this information away as irrelevant. She gathered herself and ran for the door in a low scramble, felt something burn across her upper arm, hit the door with her shoulder, and was through it and into the hallway, her legs still moving before she understood she had made it.",strong
"He had her pinned to the floor with his knee in her back and her arm wrenched up behind her at an angle that sent white light across her vision. She made herself breathe. Panicking would not help. She was aware of the cold of the concrete against her cheek and the smell of mildew and motor oil and the sound of his breathing, controlled and patient. He told her to stop moving. She stopped moving and catalogued her options, which were few and poor. Her right hand was free. She moved it slowly toward his ankle, feeling for the knife she had seen him put there. He noticed and wrenched her arm higher and she heard something in her shoulder make a sound that scared her. She went still again. She was going to have to wait. Waiting was something she could do. She closed her eyes and slowed her breathing and waited.",strong
"The fire had started in the equipment room and was moving faster than any fire she had ever seen, which was saying something because she had seen fires. She got two of the ranch hands out through the side door before the roof of the corridor came down. The heat was a physical force now, something that pressed against her face and hands with intent. She could not see more than eight feet in any direction through the smoke. Someone was shouting her name from outside and she followed the sound, keeping low, one hand on the wall. The wall was hot. She pulled her hand back and kept moving. She found the third ranch hand unconscious against the back wall of the barn, already beyond the fire line, and she grabbed his collar and pulled. He was two hundred and twenty pounds and she was one hundred and thirty-five and it did not matter. She got him to the door. She got him through it. She dropped to her knees on the gravel outside and breathed.",strong
